Founded Year,Company,Employees,Website,Industry,Keywords,SEO Description
2019,Freshot Foodbots,12,http://www.freshot.in,machinery,"food tech, foodbots, robotics, automation, iot, cafe, cooking, vending, stand alone foodbots, industrial automation, spm, special purpose machines, idli, chutney, sambaar, packed food, eco friendly packaging","Freshot Robotics develops Foodbots that Cook, Pack and Dispense 24x7.
 Made in India and Made for the world."
2019,BiteSpeed,37,http://www.bitespeed.co,information technology & services,internet of things & facebook messenger based,BiteSpeed lets you convert Shopify store visitors into 20% more sales using WhatsApp marketing and omnichannel support. Try for free!
2019,eShipz,46,http://www.eshipz.com,information technology & services,"shipping, logistics, ecommerceshipping, automatedshipping, ndr management, print shipping label, enterpriseshipping, saas, international shipping, order management software, multichannel order management, logistics partners for ecommerce in india, ecommerce shipping solutions, shipping api, logistics solutions for brand, ecommerce platforms","eShipz multi carrier logistics automation solution, empowering businesses by reducing returns, branded tracking, pre & post purchase tools"
2019,actyv.ai,27,http://www.actyv.ai,information technology & services,"ai, enterprise, saas, digital transformation, task mining, process discovery, advance analytics, process capture, digital adoption platform, process excellence, onboarding & training automation, training & enablement, process workflow optimization, employee productivity management, process optimization, operational excellence, individual & team task performance insights, predictive analytics, process adoption monitoring","Introducing actyv.ai, An Enterprise AI Platform revolutionizing b2b businesses with domain-specific micro language models. Harness data for operational efficiency."
2019,The Betel Leaf Co.,22,http://www.thebetelleafco.com,food & beverages,"paan, healthyfood, dessert, chocolate, indiandessert, indiancuisine, coffee, chocolatebars","The Betel Leaf Co is Indiaâ€™s first online FSSAI certified Paan delivery company, redefining the traditional Indian dessert-paan into a new avatar."
2019,OneDios,82,http://www.onedios.com,computer software,"customer service, consumer app, aggregator, saas, payperuse",OneDios is a collaboration platform that brings brands closer to their consumers. Consumers can buy warranty and AMC of their registered appliances and products using multiple payment methods in an easy to use paperless manner. Consumers can also log service requests and complaints for brands on the platform.
2019,Nutrizoe,15,http://www.nutrizoe.com,"health, wellness & fitness","nourishment, innovative food products, community builder, neo traditional products, women empowerment, mommy squad","Nutrizoe is India's 1st Women Nourishment Brand with innovative nutritional products specially made for Women from Puberty till Menopause phase. We have developed a natural range of nourishment products in the forms of OTC Food Products, Nutraceuticals & RTE - ready to eat food, to comfort her and make her life easy."
2019,Bag2Bag Hotels and Homes,34,http://www.bag2bag.in,hospitality,"ministay, hospitality, hotel, rooms, night stay, short stay, hourly stay, hotel group, check in, check out, pay smart, stay smart, save money, pay per use, pay by hour hotels, flexible accommodation, new age hotel booking","Hotels, homestays, service apartments, and resorts. Pay by hour & save up to 70%. Budget hotels near airport and railway station. Safe and couple friendly."
2019,13SQFT,17,http://www.13sqft.com,internet,"warehousing, logistics, infrastructure, automation, technology, warehouse leasing, industrial lands, bts, mhes, procurement, design, warehouse designing, service providers, robotics","13sqft.com - Discover industrial goods and services at the best price and quality in India 2024. Find out the best prices, vendors and quality from top brands, manufacturers and distributors in India."
2019,Yayskool,41,http://www.yayskool.com,government administration,"kids public speaking, online learning, education, teacher spotlight, online courses, kids, yaytalk, online classes, education & kids, schools, school management system, elearning","Find best school for your child in India (CBSE, ICSE, UP Board and other state boards). Find top 10 schools, best schools, compare, write reviews"
2019,iMumz,94,http://www.imumz.com,"health, wellness & fitness","healthtech, pregnancy, lifestyle, gynaecology, wellness","Revolutionize pregnancy and parenting with our science-based app. Get expert-led workshops, webinars, personalized care, and more. Join now!"
2019,Maxvolt Energy Industries,46,http://www.maxvoltenergy.com,semiconductors,"lithium battery, cleantech, energy storage, automotive battery, battery management system, lithium ion battery packs, lfp battery packs","Maxvolt is India's best lithium ion battery manufacturer. We offer a wide selection of rechargeable batteries. We are the manufacturer of lithium ion battery in India, which are suitable for inverters and solar applications."
